time,COINBASE:open,COINBASE:high,COINBASE:low,COINBASE:close,COINBASE:volume,BINANCE:open,BINANCE:high,BINANCE:low,BINANCE:close,BINANCE:volume,BITFINEX:open,BITFINEX:high,BITFINEX:low,BITFINEX:close,BITFINEX:volume
2024-09-07 16:10,0.09542,0.09542,0.09528,0.0953,220000.7,0.09542000,0.09542000,0.09528000,0.09530000,527676.00000000,0.095624,0.095624,0.095597,0.095597,100.0
2024-09-07 16:11,0.09529,0.0953,0.09518,0.09518,198900.6,0.09529000,0.09531000,0.09519000,0.09519000,243759.00000000,0.095605,0.095605,0.095468,0.095468,3368.88829598
2024-09-07 16:12,0.09519,0.09524,0.09513,0.09522,439980.6,0.09519000,0.09524000,0.09514000,0.09521000,1835200.00000000,0.095514,0.095514,0.095433,0.095433,3638.13853502
2024-09-07 16:13,0.09521,0.09521,0.0951,0.0951,283539.8,0.09521000,0.09521000,0.09509000,0.09510000,275653.00000000,,,,,
2024-09-07 16:14,0.09512,0.09518,0.09509,0.09518,230367.3,0.09511000,0.09521000,0.09509000,0.09520000,871319.00000000,,,,,
2024-09-07 16:15,0.09522,0.09524,0.0951,0.09511,141051.9,0.09521000,0.09524000,0.09510000,0.09511000,407894.00000000,0.095491,0.095491,0.095491,0.095491,500.0
2024-09-07 16:16,0.0951,0.0951,0.09499,0.09503,96366.2,0.09511000,0.09511000,0.09500000,0.09503000,628442.00000000,0.095362,0.095362,0.095277,0.095277,1400.0
2024-09-07 16:17,0.09501,0.09511,0.09498,0.09508,177861.8,0.09503000,0.09511000,0.09497000,0.09510000,415748.00000000,0.095305,0.095396,0.095305,0.095396,1890.35270496
2024-09-07 16:18,0.09509,0.0951,0.09504,0.0951,43143.6,0.09509000,0.09511000,0.09504000,0.09511000,266116.00000000,,,,,
2024-09-07 16:19,0.09511,0.09513,0.09506,0.09513,155042.2,0.09510000,0.09515000,0.09505000,0.09515000,55526.00000000,0.095382,0.095382,0.095382,0.095382,1840.6858398
2024-09-07 16:20,0.09513,0.09523,0.09512,0.09523,71841.5,0.09514000,0.09524000,0.09513000,0.09524000,125898.00000000,,,,,
2024-09-07 16:21,0.09524,0.09525,0.09516,0.09517,76018.4,0.09524000,0.09524000,0.09516000,0.09518000,244580.00000000,0.095535,0.095536,0.095535,0.095536,3244.0733354900003
2024-09-07 16:22,0.09518,0.09518,0.09509,0.09515,166398.3,0.09518000,0.09518000,0.09510000,0.09516000,71118.00000000,,,,,
2024-09-07 16:23,0.09518,0.09522,0.09514,0.0952,35350.3,0.09517000,0.09521000,0.09512000,0.09521000,104995.00000000,,,,,
2024-09-07 16:24,0.09521,0.09524,0.09517,0.09517,123752.2,0.09521000,0.09525000,0.09516000,0.09516000,242759.00000000,,,,,
2024-09-07 16:25,0.09513,0.09515,0.09506,0.0951,123019.8,0.09516000,0.09516000,0.09506000,0.09508000,1162865.00000000,,,,,
2024-09-07 16:26,0.09509,0.09515,0.09508,0.09511,153140.3,0.09509000,0.09513000,0.09509000,0.09511000,60860.00000000,,,,,
2024-09-07 16:27,0.09513,0.09515,0.09503,0.09503,33255.3,0.09511000,0.09514000,0.09501000,0.09503000,136527.00000000,0.095429,0.095429,0.095429,0.095429,1839.73665305
