time,COINBASE:open,COINBASE:high,COINBASE:low,COINBASE:close,COINBASE:volume,BINANCE:open,BINANCE:high,BINANCE:low,BINANCE:close,BINANCE:volume,BITFINEX:open,BITFINEX:high,BITFINEX:low,BITFINEX:close,BITFINEX:volume,MEXC:open,MEXC:high,MEXC:low,MEXC:close,MEXC:volume,GATEIO:open,GATEIO:high,GATEIO:low,GATEIO:close,GATEIO:volume,KRAKEN:open,KRAKEN:high,KRAKEN:low,KRAKEN:close,KRAKEN:volume
2025-12-07 22:28,89617.99,89649.91,89549.97,89633.6,2.72587865,89617.98000000,89646.01000000,89548.74000000,89619.99000000,8.61292000,89661.0,89661.0,89636.0,89636.0,0.00078466,89620.45,89636.24,89548.75,89586.34,5.08272649,89620,89647.6,89545.2,89612,506058.43930950,89645.9,89645.9,89612.3,89612.4,0.20296791999999997
2025-12-07 22:29,89633.59,89708.0,89633.59,89703.62,0.46005306,89620.00000000,89696.00000000,89620.00000000,89694.60000000,4.77163000,89666.0,89772.0,89666.0,89772.0,0.16181177,89586.34,89694.63,89586.34,89694.6,4.70353771,89622.7,89694.8,89622.7,89691.1,335811.31907150,89612.4,89700.7,89612.4,89700.7,0.10081459000000001
2025-12-07 22:30,89703.62,89764.58,89654.8,89764.58,4.49940782,89694.59000000,89755.22000000,89648.62000000,89755.22000000,16.71241000,89750.0,89780.0,89725.0,89780.0,0.0041978,89694.6,89707.03,89666,89700,7.24296577,89691,89756,89653,89748,722419.44317050,89700.7,89700.7,89700.6,89700.7,0.01242083
2025-12-07 22:31,89764.0,89797.37,89710.03,89742.0,12.72050339,89755.22000000,89784.00000000,89705.52000000,89722.41000000,21.13779000,89803.0,89831.0,89777.0,89777.0,0.032258129999999996,89700,89767.58,89700,89724.06,17.14762788,89748,89782.9,89705.9,89718,672299.98988640,89700.7,89764.8,89700.7,89764.8,0.68853146
2025-12-07 22:32,89742.01,89771.99,89640.33,89755.99,4.92290977,89722.41000000,89755.97000000,89636.92000000,89755.96000000,12.83387000,89788.0,89796.0,89752.0,89796.0,0.00083461,89724.06,89755.97,89661.55,89755.96,7.89880639,89729,89755.8,89635.2,89755.7,639021.70949030,89764.8,89764.8,89664.6,89721.4,0.06831072
2025-12-07 22:33,89755.99,89864.34,89755.99,89854.01,14.05892336,89755.96000000,89860.00000000,89755.96000000,89840.01000000,24.47938000,89796.0,89880.0,89796.0,89866.0,0.0042257300000000005,89755.96,89858.1,89755.96,89840,19.46810172,89755.8,89882.5,89755.7,89843,611717.81535850,89721.4,89829.5,89721.3,89829.5,2.58011448
2025-12-07 22:34,89854.0,90270.0,89854.0,90042.0,15.21368084,89840.01000000,90241.80000000,89840.00000000,90038.15000000,77.47877000,89900.0,90290.0,89900.0,90120.0,10.4490294,89840,90220,89840,90038.15,14.9716322,89843.1,90241.2,89843.1,90036.4,903319.33713660,89829.5,90189.4,89829.5,90083.2,1.96261416
2025-12-07 22:35,90042.0,90048.0,89871.05,89938.87,5.39807338,90038.14000000,90038.15000000,89871.65000000,89920.64000000,36.87162000,90098.0,90098.0,89987.0,89987.0,0.01975538,90038.15,90038.15,89867.6,89867.6,18.96379224,90036.4,90036.4,89868.1,89911.8,1321136.90615360,90083.1,90083.1,89954.8,89954.8,0.13754542
2025-12-07 22:36,89938.87,90006.04,89841.36,89841.36,1.79885184,89920.64000000,89990.00000000,89838.08000000,89838.08000000,10.43412000,89961.0,90063.0,89925.0,89925.0,0.0532877,89867.6,89990,89867.6,89900,8.67680543,89920.8,89991.5,89836.4,89836.4,991047.12322710,89938.5,90006.5,89922.2,89922.2,1.59742543
2025-12-07 22:37,89839.56,89945.41,89821.24,89897.18,1.40546566,89838.00000000,89924.40000000,89820.53000000,89890.53000000,14.69139000,89891.0,89973.0,89891.0,89973.0,0.00563018,89900,89924.4,89826.16,89890.47,13.92377409,89831.9,89920.2,89821.3,89880.8,876432.97769480,89905.8,89916.7,89843.8,89916.7,0.39771404
2025-12-07 22:38,89901.47,89985.67,89897.18,89978.76,8.64712961,89890.53000000,89971.19000000,89890.53000000,89971.19000000,14.87687000,89994.0,90001.0,89994.0,90001.0,0.00814079,89890.47,89950.11,89890.47,89950.11,9.79031644,89880.8,89971.7,89880.8,89971.7,737987.87087490,89907.7,89944.0,89907.6,89944.0,0.08349294
